tanggal,wp_id,omset,target_pajak,pajak_dibayar,rasio_pajakdibayar,bulan,kode_sector,nama_kecamatan,nama_sektor,kode_kecamatan_2,kode_kecamatan_3,kode_kecamatan_4,kode_kecamatan_5,kode_kecamatan_6,kode_kecamatan_7,kode_kecamatan_8,kode_kecamatan_9,kode_kecamatan_10,kode_kecamatan_11,kode_kecamatan_12,kode_kecamatan_13,kode_kecamatan_14,kode_kecamatan_15,kode_kecamatan_16,kode_kecamatan_17,kode_kecamatan_18,kode_kecamatan_19,kode_kecamatan_20,kode_kecamatan_21,kode_kecamatan_22,kode_kecamatan_23,kode_kecamatan_24,kode_kecamatan_25,kode_kecamatan_26
2022-12-28,1579,553876500.46,59545747.11,8563471.45,0.143813,10,2,Sukahaji,sector_parkir,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-27,1466,371658390.87,93826406.06,6137196.7,0.06541,5,2,Maja,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-11-08,1905,604417142.35,89682224.55,9881342.33,0.110182,8,2,Sumberjaya,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-08-29,1641,363482071.31,46395977.04,9889911.41,0.213163,10,2,Lemahsugih,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-05-13,1490,977676341.58,98158555.04,9177002.61,0.093492,11,2,Kertajati,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,1020,870798736.16,81245304.03,4026943.62,0.049565,2,4,Kasokandel,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-04-04,1442,358097009.05,78182569.86,8821980.66,0.112838,6,4,Cingambul,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-04-03,1570,980333948.42,72431170.85,7175291.83,0.099064,6,1,Maja,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-11-13,1937,861555035.34,21264175.98,4557257.84,0.214316,3,2,Kadipaten,sector_parkir,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-06,1670,16172758.07,63135702.1,5604456.3,0.088768,6,4,Rajagaluh,sector_restoran,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-27,1196,996348193.09,26519900.47,3283870.74,0.123827,4,3,Panyingkiran,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-21,1805,594417238.41,38902785.79,9967223.7,0.256208,4,4,Talaga,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-26,1242,32984820.11,83498773.56,2996929.09,0.035892,4,2,Palasah,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-02-15,1457,903121156.59,132948.69,129926.52,0.977268,5,1,Cigasong,sector_reklame,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-27,1440,575703554.05,59754840.98,3153015.98,0.052766,3,3,Sindangwangi,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,1822,259115758.94,40883251.34,8242732.85,0.201616,3,3,Sindangwangi,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-24,1198,463393828.99,53531862.78,3144191.61,0.058735,6,1,Sindang,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-06-07,1782,755343734.81,17114906.26,911403.65,0.053252,7,1,Jatitujuh,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-08,1414,251400413.41,35669633.24,6496623.25,0.182133,4,2,Cikijing,sector_parkir,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-10,1512,420288975.08,19166118.68,8161121.75,0.42581,3,1,Panyingkiran,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,1929,260972411.57,67082163.67,1764490.84,0.026303,8,1,Talaga,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021-10-23,1739,482894980.33,29260539.57,1536670.94,0.052517,9,4,Rajagaluh,sector_restoran,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,1273,875767673.43,28872925.94,1415783.53,0.049035,7,2,Jatitujuh,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-28,1170,343917627.61,81456584.2,475733.93,0.00584,2,3,Ligung,sector_hotel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28,1170,247859445.62,9393261.19,6967746.02,0.741781,9,2,Cigasong,sector_parkir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,1676,861299720.93,4318217.1,9232687.46,2.138079,11,2,Bantarujeg,sector_parkir,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,1801,77616363.64,67114722.99,1455762.65,0.021691,5,3,Kadipaten,sector_hotel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-12,1500,463126663.41,61038731.46,7823567.32,0.128174,11,4,Bantarujeg,sector_restoran,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-05,1653,809623987.74,75134489.49,8208733.79,0.109254,9,2,Jatiwangi,sector_parkir,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,1456,711828494.57,30281767.82,4662775.16,0.15398,8,2,Cingambul,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-06-23,1144,761185170.93,38835167.29,8189965.88,0.21089,6,2,Majalengka,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-11-03,1355,878058448.68,43746408.43,3481416.67,0.079582,5,2,Malausma,sector_parkir,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-17,1613,672105345.79,58326101.09,4456011.24,0.076398,12,1,Dawuan,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,1727,40305037.57,90737487.03,1696028.56,0.018692,4,4,Sindangwangi,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,1544,201756310.56,64362031.53,2228144.73,0.034619,4,4,Argapura,sector_restoran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,1200,887783063.38,65012209.97,9188140.48,0.141329,9,1,Kertajati,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-02-13,1543,526571012.31,79700703.13,7570453.6,0.094986,7,4,Ligung,sector_restoran,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-07,1848,880943550.29,44549390.34,2127518.64,0.047756,2,1,Sumberjaya,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-05-03,1717,687415193.09,93121812.42,15936.15,0.000171,10,3,Banjaran,sector_hotel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,1755,201447594.74,847747.33,9201039.73,10.853517,5,1,Majalengka,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-12-14,1972,240071105.06,38688859.39,3645103.64,0.094216,7,2,Maja,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-11,1402,356512662.78,92478529.29,4113956.53,0.044486,1,3,Cingambul,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-04,1036,564434987.8,3919182.57,21700.94,0.005537,5,2,Palasah,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-07-21,1740,756069596.97,70399504.87,6130109.41,0.087076,12,2,Kasokandel,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-03-18,1003,145988257.95,19090093.84,3041203.39,0.159308,6,3,Sindangwangi,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06,1689,511719643.66,34348359.6,1152759.11,0.033561,12,3,Sumberjaya,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-06-23,1154,938887429.92,32478819.03,3058066.82,0.094156,1,1,Cigasong,sector_reklame,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-30,1379,140816118.89,95122329.78,6388195.33,0.067158,9,4,Kasokandel,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-26,1489,398988054.56,79568849.27,8671605.81,0.108982,4,3,Jatiwangi,sector_hotel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-14,1599,425062292.95,55861723.27,8486270.88,0.151916,10,1,Bantarujeg,sector_reklame,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,1867,904271397.28,58926154.74,7054946.77,0.119725,10,3,Jatitujuh,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-11-28,1699,19351795.63,12729432.29,867269.08,0.068131,1,2,Jatiwangi,sector_parkir,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-29,1665,120099084.16,30586980.01,8199024.88,0.268056,3,1,Palasah,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-03-03,1887,156484327.06,25598209.74,5460998.38,0.213335,6,2,Sukahaji,sector_parkir,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,1704,268838887.16,72382470.74,7324160.05,0.101187,4,2,Cigasong,sector_parkir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-22,1129,899324085.07,66563687.35,3605146.91,0.054161,7,2,Dawuan,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-18,1628,845967728.1,54394540.66,2418054.19,0.044454,11,2,Jatitujuh,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-08-02,1507,237842410.26,66077449.27,6409513.53,0.097,9,3,Ligung,sector_hotel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-21,1894,995525769.15,77099642.68,7835993.74,0.101635,1,1,Sindangwangi,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-22,1597,485710182.78,7443826.24,1854324.92,0.249109,2,2,Lemahsugih,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-07-06,1082,277331784.43,27938724.53,6682827.81,0.239196,11,3,Lemahsugih,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-05-08,1655,541572933.78,11814719.6,4372015.33,0.370048,11,3,Jatitujuh,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-01,1028,652659474.91,63994411.29,4140433.16,0.0647,12,1,Ligung,sector_reklame,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-11,1266,125854431.56,29631721.94,5524469.73,0.186438,4,2,Lemahsugih,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-01-11,1717,107688673.27,22859316.49,5032881.48,0.220168,11,3,Dawuan,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-24,1055,987059306.79,24066730.87,8691772.03,0.361153,12,1,Panyingkiran,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-18,1529,802830071.0,42810365.84,5285636.71,0.123466,6,1,Jatiwangi,sector_reklame,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-18,1785,212353215.67,59654621.93,3965871.51,0.066481,2,4,Panyingkiran,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-20,1909,725009726.83,74966844.68,153605.59,0.002049,2,1,Sumberjaya,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-03-06,1703,962139496.63,51228518.93,9340230.05,0.182325,8,3,Malausma,sector_hotel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,1564,419096365.94,33866235.8,2415799.07,0.071334,3,2,Sindang,sector_parkir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-11,1902,481928362.58,29099462.85,5015047.59,0.172342,7,1,Cigasong,sector_reklame,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26,1935,536125614.09,20160901.3,7630639.43,0.378487,2,1,Rajagaluh,sector_reklame,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-24,1395,169812924.74,1154739.55,4892527.66,4.23691,9,3,Leuwimunding,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-07-15,1077,179814783.83,40107146.84,2291499.63,0.057134,8,4,Kasokandel,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-02-01,1857,21744350.36,4503684.72,8213732.34,1.82378,5,1,Ligung,sector_reklame,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,1397,344992474.05,67432288.51,3648648.54,0.054108,1,1,Panyingkiran,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-09,1446,150826908.6,67186134.44,8394990.14,0.124951,4,4,Ligung,sector_restoran,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,1352,35577235.82,20887556.73,5212337.22,0.249543,2,1,Banjaran,sector_reklame,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,1412,16526732.08,73411938.3,8234236.97,0.112165,12,3,Dawuan,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-28,1879,580247418.31,45437552.08,8058714.84,0.177358,3,3,Cingambul,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-08-23,1996,266695083.65,84615892.57,5366296.67,0.063419,3,3,Jatiwangi,sector_hotel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,1438,350636445.55,14415016.84,7955673.62,0.551902,11,1,Jatiwangi,sector_reklame,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-11,1331,588192885.05,45011776.35,126746.84,0.002816,12,3,Talaga,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-06-20,1222,513563649.52,57111235.19,5697553.1,0.099762,3,4,Palasah,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-21,1715,426321816.06,34472702.92,9240572.74,0.268055,4,1,Dawuan,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,1276,601651430.76,70770435.65,3530704.33,0.04989,2,1,Cikijing,sector_reklame,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-20,1470,13087444.22,74331101.8,5965943.63,0.080262,8,3,Lemahsugih,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-08,1987,299546915.23,26751499.45,4284223.48,0.160149,6,3,Kadipaten,sector_hotel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-13,1834,432922421.7,97805767.91,1465176.31,0.01498,7,2,Malausma,sector_parkir,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-04,1068,729250148.53,67725517.05,2965250.97,0.043783,11,4,Jatitujuh,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-04-08,1429,89604777.39,20068345.25,9928460.75,0.494732,12,1,Banjaran,sector_reklame,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-19,1387,587898722.67,65925231.1,440020.47,0.006675,8,3,Lemahsugih,sector_hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-09-16,1442,909196500.43,99561983.14,695478.47,0.006985,10,1,Cingambul,sector_reklame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-07-22,1862,908218960.33,46326606.75,9489585.61,0.204841,9,4,Panyingkiran,sector_restoran,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-15,1443,623574503.45,87653520.59,4769078.04,0.054408,1,2,Cikijing,sector_parkir,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
